Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Normalised Votes
Aap Aye Bahaar Ayee,1971,119,"Comedy, Drama, Romance",6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra,1.2307692307692308
Aap Beati,1976,145,"Drama, Family",5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar,0.6666666666666666
Aap Ki Kasam,1974,153,"Romance, Drama",7.0,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,7.17948717948718
Aap Ki Khatir,1977,115,"Action, Comedy, Drama",6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira,0.43548387096774194
Aap Ki Khatir,2006,122,"Comedy, Romance",3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel,1.6360189573459716
Aap Ki Parchhaiyan,1964,128,"Drama, Family, Romance",6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi,0.9629629629629629
Aap Mujhe Achche Lagne Lage,2002,180,"Action, Drama, Romance",3.1,2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar,5.322834645669292
Aap To Aise Na The,1980,145,"Romance, Drama, Family",5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar,0.8636363636363636
Aapas Ki Baat,1981,148,"Action, Romance",5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,0.30357142857142855
Aapko Pehle Bhi Kahin Dekha Hai,2003,145,"Action, Comedy, Drama",4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal,0.7679324894514767
Aar Paar,1985,125,Action,6.1,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt,0.8148148148148148
Aar Ya Paar,1997,180,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri,1.069767441860465
Aarakshan,2011,164,"Drama, Thriller",6.2,5170,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee,14.481792717086835
Aarop,1974,129,Drama,6.7,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra,0.2222222222222222
Aar-Paar,1954,146,"Musical, Romance, Thriller",6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi,8.928571428571429
Aarti,1962,156,"Family, Musical, Romance",6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar,1.3958333333333333
Aarya,2007,157,"Action, Drama, Romance",4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj,0.3242784380305603
Aarzoo,1999,175,"Drama, Romance",5.4,1445,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan,3.5547355473554734
Aasha,1957,171,"Comedy, Romance",6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran,0.7931034482758621
Aasha,1980,123,"Drama, Musical, Romance",5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari,4.5227272727272725
Aashayein,2010,120,Drama,7.1,1259,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad,2.2087719298245614
Aashiq,1962,150,Romance,6.7,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda,1.3333333333333333
Aashiq,2001,160,"Action, Drama, Romance",3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev,1.2712933753943219
Aashiq Banaya Aapne: Love Takes Over,2005,115,"Drama, Romance, Thriller",4.3,1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood,3.2551867219917012
Aashiq Hoon Baharon Ka,1977,136,Romance,5.5,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa,1.3709677419354838
Aashiqui,1990,152,"Musical, Drama, Romance",6.3,1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill,20.25609756097561
Aashiqui 2,2013,132,"Drama, Music, Musical",7.0,27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,48.1637323943662
Aashiqui.In,2011,109,"Drama, Romance",3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani,0.17086834733893558
Aashirwad,1968,146,Drama,7.3,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal,4.561797752808989
Aashmani Jawaharat,2014,132,Drama,6.1,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik,0.026595744680851064
Aasma,2018,105,"Action, Crime, Drama",5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja,0.030947775628626693
Aasma: The Sky Is the Limit,2009,240,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi,0.12921348314606743
Aasmaan,1984,145,"Drama, Mystery",4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani,0.2727272727272727
Aasmaan Mahal,1965,172,Drama,5.5,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha,0.1411764705882353
Aasmaan Se Gira,1992,88,"Adventure, Comedy, Romance",6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher,0.5067873303167421
Aasoo Bane Angaarey,1993,150,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar,0.5
Aasra,1966,161,"Drama, Family",7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni,0.7529411764705882
Aastha: In the Prison of Spring,1997,132,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur,0.8
Aatank,1996,113,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra,0.4925373134328358
Aatank Hi Aatank,1995,155,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla,3.4954954954954953
Aathi,2006,167,"Action, Drama, Thriller",4.4,2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek,4.1061611374407585
Aatish,1979,139,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar,0.3137254901960784
Aatish: Feel the Fire,1994,155,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon,3.068893528183716
Aatma,2006,107,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh,0.14976303317535544
Aatma,2013,100,"Drama, Horror, Thriller",3.8,623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola,1.096830985915493
Aavida Maa Aavide,1998,153,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal,0.6273062730627307
Aavishkar,1974,107,"Drama, Romance",7.0,213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak,3.641025641025641
Aawaz,1956,146,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran,0.4375
Aaya Toofan,1964,128,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen,0.345679012345679
Aaya Toofan,1999,111,Action,5.4,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover,0.07626076260762607
Aaye Din Bahar Ke,1966,170,"Musical, Romance",6.6,109,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni,2.5647058823529414
Aazaan,2011,125,"Action, Musical, Thriller",4.4,346,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar,0.969187675070028
Aazmayish,1995,147,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra,0.15765765765765766
Ab Ayega Mazaa,1984,128,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra,1.9318181818181819
Ab Dilli Dur Nahin,1957,133,Drama,7.6,80,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob,2.7586206896551726
Ab Hoga Dharna Unlimited,2012,78,Comedy,4.0,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri,0.015625
Ab Insaf Hoga,1995,125,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin,0.14414414414414414
Ab Tak Chhappan,2004,129,"Action, Crime, Drama",7.8,8379,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma,24.9375
Ab Tak Chhappan 2,2015,106,"Action, Crime, Thriller",5.8,1344,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag,6.653465346534653
Ab To Aaja Saajan Mere,1994,127,"Drama, Romance",4.0,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor,0.025052192066805846
Ab Tumhare Hawale Watan Saathiyo,2004,193,"Action, Drama, War",4.6,1494,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar,4.446428571428571
Ab... Bas!,2004,137,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi,0.22023809523809523
ABCD (Any Body Can Dance),2013,160,"Drama, Music",6.3,6458,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon,11.369718309859154
Abdullah,1980,136,"Action, Drama, Romance",6.4,189,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar,4.295454545454546
Abe Hayat,1955,140,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai,Prem Nath,Ameeta,Shashikala,0.875
Abhay,1995,127,Fantasy,7.0,64,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani,0.2882882882882883
Abhi To Jee Lein,1977,135,"Action, Drama, Thriller",5.4,10,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal,0.16129032258064516
Abhilasha,1968,141,"Drama, Romance",6.8,24,Amit Bose,Meena Kumari,Nanda,Sanjay Khan,0.5393258426966292
Abhimaan,1973,122,"Drama, Musical",7.9,2665,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani,33.1055900621118
Abhimanyu,1991,140,"Crime, Drama, Musical",7.0,326,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor,4.624113475177305
Abhimanyu,1989,168,"Action, Comedy, Drama",4.6,28,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon,0.45901639344262296
Abhinetri,1970,154,"Drama, Romance",6.7,70,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee,1.3461538461538463
Abodh,1984,132,Drama,5.8,109,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma,2.477272727272727
Accident on Hill Road,2010,105,"Crime, Drama, Thriller",4.0,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh,0.4982456140350877
Achanak,1973,96,"Crime, Drama",6.8,213,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty,2.6459627329192545
Achanak,1998,160,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz,0.9040590405904059
Achhut Kanya,1936,142,"Drama, Musical, Romance",6.5,114,Franz Osten,Devika Rani,Ashok Kumar,Monorama,6.705882352941177
Acid Factory,2009,108,"Action, Crime, Mystery",5.0,677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee,1.901685393258427
Action,2019,158,"Action, Adventure, Thriller",4.5,858,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi,2.7857142857142856
Action Jackson,2014,144,"Action, Crime, Thriller",3.3,3461,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha,9.204787234042554
Action Replayy,2010,129,"Comedy, Romance, Sci-Fi",4.2,5814,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor,10.2
Ada... A Way of Life,2010,120,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy,0.08596491228070176
Adalat,1958,139,"Drama, Musical, Romance",6.9,36,Kalidas,Nargis,Pradeep Kumar,Pran,1.0588235294117647
Adalat,1976,138,"Action, Drama, Family",6.4,284,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh,5.916666666666667
Adhi Raat Ke Baad,1965,137,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar,0.6588235294117647
Adhikar,1954,126,"Comedy, Drama, Romance",6.7,13,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju,0.4642857142857143
Adhipathi,2001,151,"Action, Drama",5.4,533,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu,1.6813880126182965
Adhura Sapna,2007,88,Drama,4.7,11,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake,0.01867572156196944
Adhurs,2010,150,"Action, Comedy, Thriller",6.8,2393,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur,4.198245614035088
Adi Shankaracharya,1983,130,"Biography, Drama",7.3,240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt,3.870967741935484
Adil-E-Jahangir,1955,150,Drama,5.0,8,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru,0.3333333333333333
Adisaya Piravi,1990,145,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh,4.085365853658536
Adrishya,2017,106,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar,0.7445255474452555
Adutha Varisu,1983,122,Drama,5.5,76,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.,1.2258064516129032
Adventure Kids Hindi Film,2019,120,Adventure,6.6,12,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar,0.03896103896103896
Adventures of Aladdin,1978,151,Adventure,4.7,7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad,0.14
Adventures of Ali-Baba and the Forty Thieves,1980,153,"Action, Adventure, Family",6.2,506,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini,11.5
Adventures of Tarzan,1985,135,"Action, Adventure, Comedy",4.6,140,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri,2.5925925925925926
Ae Dil Hai Mushkil,2016,158,"Drama, Music, Musical",5.8,21661,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma,53.74937965260546
Aetbaar,2004,152,"Action, Drama, Musical",4.6,1013,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu,3.0148809523809526
Aflatoon,1997,153,"Action, Comedy, Crime",4.5,1261,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher,5.865116279069768
Africadalli Sheela,1986,134,"Adventure, Thriller",6.6,18,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish,0.32727272727272727
Afsana,1966,134,"Drama, Romance",6.5,12,Brij,Ashok Kumar,Pradeep Kumar,Padmini,0.2823529411764706
Afsana,1951,168,"Drama, Family",7.8,57,B.R. Chopra,Ashok Kumar,Veena,Jeevan,3.1666666666666665
Afsana Dilwalon Ka,2001,195,"Drama, Romance",3.6,1025,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy,3.2334384858044163
Afsana Pyar Ka,1991,145,"Drama, Romance",5.9,783,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori,11.106382978723405
Afsar,1950,121,"Comedy, Romance",7.1,19,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta,0.6333333333333333
After the Third Bell,2014,92,"Crime, Mystery",6.3,43,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora,0.11436170212765957
Agar Tum Na Hote,1983,161,"Drama, Family",6.4,152,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar,2.4516129032258065
Agathiyar,1972,153,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi,0.9090909090909091
Agent Vinod,1977,139,"Action, Crime, Drama",5.7,84,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar,1.3548387096774193
Agent Vinod,2012,157,"Action, Adventure, Thriller",5.2,7210,Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor,18.776041666666668
Aghaat,1985,138,"Drama, Crime",7.1,120,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur,2.2222222222222223
Agnee,1988,153,"Action, Drama, Romance",5.1,29,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh,0.38666666666666666
Agnee Morcha,1997,142,Action,3.1,14,Raju Chouhan,Aparajita,Birbal,Dharmendra,0.06511627906976744
Agneekaal,1990,161,"Action, Crime, Drama",5.6,26,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar,0.3170731707317073
Agneepath,1990,174,"Action, Crime, Drama",7.7,8500,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi,103.65853658536585
Agneepath,2012,174,"Action, Crime, Drama",6.9,22895,Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt,59.622395833333336
Agni IPS,1997,137,Action,7.8,33,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha,0.15348837209302327
Agni Pareeksha,1981,130,"Crime, Drama",6.0,22,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari,0.39285714285714285
Agni Sakshi,1996,142,"Drama, Musical, Romance",6.1,684,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala,3.4029850746268657
Agnichakra,1997,123,Action,3.6,53,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda,0.24651162790697675
Agniputra,2000,140,Action,4.6,24,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy,0.08333333333333333
Agnivarsha: The Fire and the Rain,2002,126,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon,0.81214848143982
Agreement,1980,124,"Musical, Comedy, Drama",6.2,19,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh,0.4318181818181818
Agyaat,2009,130,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal,1.7415730337078652
Ahaan,2019,81,"Comedy, Drama",7.2,213,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji,0.6915584415584416
Ahankaar,1995,145,Drama,5.9,53,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra,0.23873873873873874
Ahinsa,1979,103,"Action, Drama",4.1,10,Chand,Sunil Dutt,Rekha,Ranjeet,0.19607843137254902
Ahista Ahista,1981,141,"Musical, Romance",7.0,45,Esmayeel Shroff,Parveen Babi,Suresh Chatwal,Aruna Irani,0.8035714285714286
Ahista Ahista,2006,122,"Drama, Romance",7.0,1491,Shivam Nair,Abhay Deol,Soha Ali Khan,Shayan Munshi,2.8265402843601897
Ahsaas,1979,144,"Drama, Romance",5.7,38,Surindara Suri,Shashi Kapoor,Simi Garewal,Rakesh Bedi,0.7450980392156863
Airlift,2016,130,"Drama, History",8.0,53897,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,133.7394540942928
Aisa Yeh Jahaan,2015,120,Drama,6.6,52,Biswajeet Bora,Yashpal Sharma,Ira Dubey,Tinnu Anand,0.25742574257425743
Aisha,2010,126,"Comedy, Drama, Romance",5.0,3953,Rajshree Ojha,Sonam Kapoor,Abhay Deol,Amrita Puri,6.935087719298245
Aisi Bhi Kya Jaldi Hai,1996,132,"Comedy, Romance",6.6,68,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Vivek Mushran,0.3383084577114428
Aisi Deewangi,2009,125,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry,0.019662921348314606
Aitbaar,1985,133,"Romance, Thriller",6.9,149,Mukul Anand,Raj Babbar,Dimple Kapadia,Danny Denzongpa,2.759259259259259
Aitraaz,2004,160,"Drama, Romance, Thriller",6.6,9721,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor,28.93154761904762
Aiyaary,2018,157,"Action, Drama, Thriller",5.3,4167,Neeraj Pandey,Sidharth Malhotra,Manoj Bajpayee,Rakul Preet Singh,16.11992263056093
Aiyyaa,2012,152,"Comedy, Romance",4.4,1765,Sachin Kundalkar,Rani Mukerji,Prithviraj Sukumaran,Nirmiti Sawant,4.596354166666667
Ajab Gazabb Love,2012,116,"Comedy, Romance",4.2,520,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala,1.3541666666666667
Ajab Prem Ki Ghazab Kahani,2009,150,"Action, Comedy, Romance",6.4,13194,Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif,Darshan Jariwala,37.061797752808985
Ajab Singh Ki Gajab Kahani,2017,115,Drama,5.8,52,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais,0.3795620437956204
Ajanabee,1974,139,"Drama, Romance",6.5,174,Shakti Samanta,Rajesh Khanna,Zeenat Aman,Prem Chopra,2.9743589743589745
Ajay,1996,146,"Action, Drama, Romance",3.7,187,Suneel Darshan,Sunny Deol,Karisma Kapoor,Reena Roy,0.9303482587064676
Ajeeb Daastaans,2021,142,"Drama, Romance",6.7,4133,Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan,Raj Mehta,10.10513447432763
Ajji,2017,104,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi,7.102189781021898
Ajnabee,2001,165,"Action, Crime, Drama",6.4,8164,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Bobby Deol,25.753943217665615
Ajooba,1991,178,"Action, Adventure, Comedy",5.3,1214,Shashi Kapoor,Gennadiy Vasilev,Amitabh Bachchan,Dimple Kapadia,17.21985815602837
AK 47,2004,125,"Action, Thriller",5.0,39,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri,0.11607142857142858
AK vs AK,2020,108,"Action, Comedy, Crime",6.9,12429,Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor,19.854632587859424
Akaash Vani,2013,149,"Drama, Romance",6.3,1857,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,3.2693661971830985
Akashdeep,1965,136,Drama,6.6,32,Phani Majumdar,Dharmendra,Mehmood,Ashok Kumar,0.7529411764705882
Akayla,1991,180,"Action, Drama, Thriller",5.0,421,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff,Amrita Singh,5.971631205673759
Akbar Saleem Anarkali,1979,139,"Drama, History, Musical",7.7,38,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Unni Mary,0.7450980392156863
Akela the Alone,2014,58,Thriller,5.5,10,Abrar,Adil Ahamad,Roman Ajaz,Casim Bilal,0.026595744680851064
Akele Hum Akele Tum,1995,160,Drama,7.0,4780,Mansoor Khan,Aamir Khan,Manisha Koirala,Master Adil,21.53153153153153
Akeli,1999,165,Romance,5.6,11,Vinod Pande,Perena Agarwal,Nandini Ghosal,Brij Gopal,0.02706027060270603
Akhiyon Se Goli Maare,2002,146,"Comedy, Romance",5.1,881,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan,1.9820022497187852
Akhri Muqabla,1989,132,"Action, Drama",5.3,13,Sudesh Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi,0.21311475409836064
Aks,2001,184,"Action, Crime, Horror",5.8,1627,Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon,Manoj Bajpayee,5.132492113564669
Aksar,2006,135,"Drama, Romance, Thriller",4.8,1152,Ananth Narayan Mahadevan,Emraan Hashmi,Udita Goswami,Dino Morea,2.1838862559241705
Aksar 2,2017,127,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey,3.0437956204379564
Alaap,1977,160,"Drama, Musical",6.7,327,Hrishikesh Mukherjee,Amitabh Bachchan,Rekha,Chhayadevi,5.274193548387097
Aladdin and the Wonderful Lamp,1952,144,"Adventure, Fantasy",5.9,15,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi,0.2112676056338028
Aladin,2009,132,"Action, Adventure, Comedy",4.6,2839,Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt,Riteish Deshmukh,7.974719101123595
Alag Alag,1985,174,"Family, Musical, Romance",6.4,86,Shakti Samanta,Rajesh Khanna,Shashi Kapoor,Tina Ambani,1.5925925925925926
Alag: He Is Different.... He Is Alone...,2006,123,"Action, Drama, Fantasy",3.8,1172,Ashu Trikha,Akshay Kapoor,Dia Mirza,Yatin Karyekar,2.2218009478672984
Alajh Palajh,2019,136,Comedy,6.9,7,Uttar Kumar,Vikas Balian,Usha Devi,Monu Dhankad,0.022727272727272728
Alam Ara,1973,124,Drama,6.8,8,Nanubhoy Vakil,Nazima,Ajit Sachdev,Paidi Jairaj,0.09937888198757763
Alavuddinum Athbutha Vilakkum,1979,144,"Adventure, Drama, Fantasy",6.6,161,I.V. Sasi,Kamal Haasan,Rajinikanth,Jayabharati,3.156862745098039
Albela,2001,145,"Comedy, Drama, Romance",3.7,737,Deepak Sareen,Govinda,Aishwarya Rai Bachchan,Jackie Shroff,2.324921135646688
Albela,1951,158,"Comedy, Drama, Musical",7.0,82,Master Bhagwan,Geeta Bali,Master Bhagwan,Badri Prasad,4.555555555555555
Albert Pinto Ko Gussa Kyon Ata Hai,1980,110,"Comedy, Drama, Romance",7.5,428,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi,Smita Patil,9.727272727272727
Albert Pinto Ko Gussa Kyun Aata Hai?,2019,100,Drama,5.5,349,Soumitra Ranade,Manav Kaul,Nandita Das,Amarjeet Amle,1.1331168831168832
Alex's Strip,2019,109,Drama,5.9,37,Irene Zoe Alameda,Aitana S�nchez-Gij�n,Aida Folch,Rohit Choudhary,0.12012987012987013
Ali Baba and 40 Thieves,1966,154,"Adventure, Fantasy, Romance",6.4,14,Homi Wadia,Sanjeev Kumar,L. Vijayalakshmi,David Abraham,0.32941176470588235
Alibaba and 40 Thieves,1954,145,"Action, Adventure, Drama",6.2,46,Homi Wadia,Shakila,Mahipal,B.M. Vyas,1.6428571428571428
Alibaba Marjinaa,1977,163,"Action, Adventure",6.7,27,Kedar Kapoor,Urmila Bhatt,Birbal,Jagdeep,0.43548387096774194
Alif,2017,120,Drama,6.5,137,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani,1.0
Alif-Laila,1953,135,Fantasy,6.3,11,K. Amarnath,Nimmi,Asha Mathur,Pran,0.3013698630136986
Aligarh,2015,114,"Biography, Drama",7.8,6402,Hansal Mehta,Manoj Bajpayee,Rajkummar Rao,Ashish Vidyarthi,31.693069306930692
All Is Well,2015,126,"Comedy, Drama, Romance",3.8,1513,Umesh Shukla,Rishi Kapoor,Abhishek Bachchan,Asin Thottumkal,7.49009900990099
